Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (evaluations),Tuition fees up to date,Curricular units 1st sem (evaluations),Admission grade,Course,Age at enrollment,Previous qualification (grade),Father's occupation,Application mode,Mother's occupation,Curricular units 2nd sem (enrolled),GDP,Curricular units 1st sem (enrolled),Mother's qualification,Father's qualification,Scholarship holder,Target_binary
5,12.8,5,12.4,8,1,7,120.0,9254,34,130.0,7,39,4,6,-3.12,6,37,37,0,0
6,12.166666666666666,6,12.571428571428571,6,1,9,112.6,9254,20,115.0,5,1,4,6,3.51,6,3,2,1,0
9,10.444444444444445,10,11.5,18,1,17,111.3,9853,24,120.0,7,42,4,13,-0.92,13,1,19,0,1
7,12.414285714285716,7,12.414285714285716,8,1,8,129.0,9500,21,140.0,8,18,3,8,-1.7,8,3,19,0,0
8,13.385,8,13.385,8,1,8,140.0,9500,24,140.0,1,39,1,8,-3.12,8,3,3,0,0
0,0.0,0,0.0,0,1,0,134.9,171,20,131.0,9,1,9,0,-0.92,0,19,19,0,1
4,11.75,5,14.166666666666666,6,1,8,123.2,9085,20,120.0,1,1,9,5,-3.12,5,37,37,0,0
3,12.666666666666666,4,12.25,10,1,11,109.3,9773,19,117.0,4,1,4,6,0.32,6,1,19,0,0
11,11.545454545454543,11,11.454545454545457,16,1,15,141.0,9991,29,120.0,9,39,9,13,1.74,15,37,37,0,1
0,0.0,0,0.0,10,0,5,100.0,9254,37,100.0,9,7,9,5,1.74,5,37,37,0,1
5,12.0,5,14.6,8,1,5,152.0,9147,18,139.0,5,17,4,5,-1.7,5,1,38,1,0
5,13.8,5,14.0,7,1,6,116.6,9119,20,126.0,3,1,7,5,3.51,5,19,19,1,0
7,13.571428571428571,6,13.755,9,1,7,95.0,9500,20,133.1,9,16,9,8,1.79,7,37,37,0,0
0,0.0,2,10.75,9,1,9,120.0,9500,37,133.1,10,39,2,7,-0.92,7,38,38,0,1
5,12.6,5,12.1,10,1,11,120.0,9500,44,130.0,5,51,5,7,2.02,7,37,37,0,1
0,0.0,0,0.0,0,1,0,134.3,171,19,136.0,4,1,3,0,1.79,0,39,1,0,1
6,14.0,5,13.5,6,1,9,113.5,9670,19,118.0,9,17,7,6,1.79,6,19,38,1,0
4,12.6,6,11.333333333333334,16,1,15,100.0,9500,34,120.0,9,39,9,7,-0.92,7,37,37,0,0
5,11.8,4,12.0,7,1,10,140.9,9238,18,136.0,7,17,7,6,-3.12,6,37,37,0,1
4,10.75,5,11.6,10,1,8,122.0,9147,19,129.0,4,17,9,5,-3.12,5,19,1,0,0
6,11.833333333333334,6,12.333333333333334,6,1,9,127.1,9238,20,132.0,7,1,9,6,3.51,6,1,38,1,0
5,12.2,6,14.77777777777778,11,1,9,150.1,9003,43,120.0,9,39,9,6,0.79,6,37,37,0,0
0,0.0,0,0.0,0,1,1,123.5,8014,50,133.1,90,39,90,6,1.74,1,3,19,0,1
2,12.5,5,12.6,8,1,9,123.3,9119,19,131.0,7,17,9,5,3.51,5,19,37,1,1
6,13.666666666666666,6,14.166666666666666,6,1,6,118.7,9773,18,126.0,8,17,9,6,1.79,6,19,38,1,0
8,13.01875,6,12.339999999999998,9,1,9,126.3,9500,19,137.0,7,17,4,8,2.02,7,19,37,1,0
4,11.75,3,12.0,8,1,13,113.6,9085,19,123.0,9,17,4,5,-3.12,5,1,19,0,0
3,11.0,5,11.4,10,1,7,136.6,9070,19,132.0,9,1,4,6,0.32,6,1,1,0,0
6,12.666666666666666,6,12.5,6,1,6,111.0,9070,21,118.0,3,17,9,6,0.32,6,38,19,0,0
0,0.0,0,0.0,0,1,0,155.3,171,18,143.0,1,1,4,0,2.02,0,12,12,0,0
0,0.0,3,12.666666666666666,7,0,10,150.0,9130,22,150.0,8,44,4,6,-4.06,6,1,37,0,1
5,13.0,6,14.428571428571429,9,1,7,150.0,9085,22,150.0,2,44,2,6,0.79,6,3,3,0,0
0,0.0,0,0.0,0,1,0,133.6,9119,22,140.0,2,42,3,5,1.74,5,3,3,0,1
1,10.0,5,11.4,8,1,6,130.2,9070,19,127.0,4,17,3,6,1.74,6,1,1,0,0
6,12.666666666666666,6,12.5,6,1,6,124.6,9070,20,119.0,8,17,9,6,0.32,6,37,38,0,0
6,11.333333333333334,4,12.5,6,1,9,122.1,9773,19,128.0,9,18,9,6,1.74,6,19,1,0,1
2,13.0,2,11.333333333333334,8,0,12,130.0,9003,23,130.0,2,44,9,6,0.79,6,1,3,0,1
1,15.0,0,0.0,6,1,5,129.8,9119,18,142.0,3,1,4,5,1.74,5,1,38,0,0
4,11.75,5,12.666666666666666,19,1,10,140.0,9085,19,140.0,3,44,2,6,1.79,6,3,1,0,0
5,13.4,6,13.857142857142858,9,1,8,115.1,9085,19,120.0,7,1,8,6,0.79,6,19,1,0,0
4,11.5,5,10.8,9,1,5,137.3,9991,23,160.0,9,1,4,5,-3.12,5,1,3,0,0
5,10.571428571428571,5,11.857142857142858,17,1,15,150.0,9003,21,150.0,2,44,4,6,-0.92,6,4,5,0,0
7,12.04142857142857,7,12.04142857142857,9,1,9,124.5,9500,19,139.0,4,1,4,8,1.74,8,1,1,0,0
0,0.0,1,10.0,5,1,5,128.8,9670,19,147.0,8,17,8,5,-3.12,5,37,37,0,1
5,12.6,6,13.5,8,1,7,130.9,9853,18,141.0,7,17,2,6,0.32,6,3,19,0,0
8,16.05,7,14.4125,8,1,8,127.8,9500,19,128.0,1,1,2,8,0.79,7,3,1,1,0
5,14.0,5,11.8,6,1,5,170.0,9991,43,120.0,2,39,9,5,-3.12,5,37,1,0,0
0,0.0,0,0.0,0,1,0,122.8,9773,19,121.0,9,1,9,6,1.79,6,19,19,0,1
5,13.0,5,11.6,6,1,8,101.8,9254,21,100.0,5,1,5,6,1.79,6,19,19,0,0
5,12.0,5,13.8,6,1,5,153.8,9147,20,180.0,4,1,7,5,-3.12,5,37,37,1,0
0,0.0,0,0.0,0,1,0,109.3,171,19,117.0,10,43,9,0,-3.12,0,19,12,0,0
0,0.0,2,10.0,9,1,9,111.0,9147,28,151.0,1,43,1,5,-4.06,5,1,3,0,1
3,10.666666666666666,4,11.0,13,1,9,130.0,9130,20,130.0,6,44,3,6,1.79,6,3,1,0,1
5,12.0,6,11.75,10,1,8,133.0,9238,18,134.0,4,17,3,6,-1.7,6,3,1,0,0
2,11.0,3,12.333333333333334,2,0,3,137.7,9085,41,120.0,9,39,1,2,1.79,3,37,37,0,1
7,13.214285714285714,7,13.214285714285714,8,1,8,119.3,9500,18,136.0,9,1,9,8,-1.7,8,19,38,1,0
5,12.833333333333334,5,12.4,6,1,5,135.0,9991,20,143.0,8,1,5,5,1.74,5,19,37,1,0
4,10.0,8,11.5,12,0,18,126.6,9238,21,143.0,9,43,5,6,-3.12,10,1,37,0,0
7,12.485714285714286,7,12.485714285714286,8,1,8,141.0,9500,19,144.0,3,17,5,8,-1.7,8,19,1,1,0
3,12.666666666666666,6,14.0,18,1,8,126.2,9085,19,122.0,101,1,193,6,1.79,6,1,1,0,0
12,13.75,18,13.736842105263158,15,1,25,120.0,9003,32,130.0,7,39,7,13,-4.06,18,38,37,0,0
9,12.7,8,13.875,13,1,12,131.6,171,21,148.0,2,1,4,11,3.51,12,3,2,0,1
0,0.0,1,11.0,0,0,12,130.0,8014,28,130.0,5,7,0,6,-1.7,6,37,38,0,1
0,0.0,0,0.0,5,1,6,140.0,8014,43,133.1,7,39,9,5,3.51,6,37,37,1,1
6,11.5,6,12.0,8,1,8,133.4,9773,20,125.0,9,1,9,6,0.79,6,38,38,1,0
5,14.6,6,13.285714285714286,9,1,7,109.1,9670,19,115.0,4,17,4,6,1.79,6,1,1,1,0
5,11.832,5,11.832,11,0,11,100.0,9500,40,133.1,7,39,5,8,-3.12,8,37,37,0,1
6,12.285714285714286,6,12.833333333333334,7,1,6,120.4,9773,18,121.0,8,17,9,6,-4.06,6,38,38,1,0
6,15.0,5,13.0,6,1,7,129.8,9773,52,120.0,9,39,9,6,-3.12,6,1,1,0,0
5,13.6,6,14.857142857142858,10,1,7,130.0,9085,24,133.1,7,39,7,6,0.79,6,19,19,0,0
0,0.0,0,0.0,6,0,12,126.0,9254,29,126.0,1,17,5,6,-3.12,6,37,37,0,1
6,14.0,6,13.0,6,1,6,124.4,9670,19,128.0,7,17,7,6,0.79,6,19,19,1,0
6,11.333333333333334,6,11.333333333333334,9,1,8,115.0,8014,41,160.0,5,39,7,6,1.74,6,37,38,1,0
7,13.024285714285714,7,13.024285714285714,8,1,8,115.5,9500,20,133.1,9,1,7,8,1.74,8,38,19,1,0
6,12.166666666666666,6,11.833333333333334,6,1,6,141.8,9773,20,132.0,9,17,9,6,-1.7,6,19,1,0,0
6,14.714285714285714,6,15.571428571428571,7,1,7,152.3,9130,18,161.0,4,1,4,6,2.02,6,1,19,0,0
6,13.45,6,13.45,7,1,7,132.0,9500,18,148.0,8,1,4,7,0.32,7,1,37,0,0
6,10.166666666666666,5,11.0,12,1,8,106.6,9070,31,133.1,7,51,3,6,3.51,6,37,19,0,0
6,13.833333333333334,6,14.333333333333334,7,1,9,150.0,9003,19,150.0,6,44,6,6,0.79,6,19,37,1,0
4,12.25,1,13.0,9,1,8,118.2,9147,31,133.1,9,39,7,5,1.74,5,19,37,0,1
0,0.0,2,12.5,0,1,2,104.5,9556,21,133.1,9,1,9,7,1.79,2,19,19,0,1
0,0.0,0,0.0,0,1,0,144.3,9238,22,160.0,6,17,6,6,0.79,6,19,37,0,1
4,11.75,4,12.5,7,1,6,100.0,9670,28,140.0,0,39,0,5,0.32,5,34,34,0,0
6,12.0,5,12.6,8,1,6,110.0,9773,18,111.0,9,1,9,6,2.02,6,19,19,0,0
5,12.4,5,11.4,13,1,9,136.1,9773,19,135.0,4,1,4,6,3.51,6,3,1,0,0
6,14.266666666666666,6,14.266666666666666,7,1,7,135.0,9500,19,130.0,6,1,9,7,0.32,7,19,19,0,0
6,13.166666666666666,5,11.0,6,1,6,146.0,9773,20,133.1,103,1,132,6,-0.92,6,38,19,0,0
3,11.666666666666666,3,13.0,9,1,9,113.4,9147,22,120.0,3,43,5,5,-1.7,5,37,37,0,1
6,12.875,6,11.833333333333334,8,0,6,136.0,9070,19,136.0,9,1,9,6,1.74,6,3,3,1,0
2,14.0,1,13.0,5,0,7,120.0,9119,40,120.0,1,7,1,5,-1.7,5,19,19,0,1
16,13.875,14,12.785714285714286,18,1,23,133.7,9853,28,133.1,2,42,3,17,-0.92,18,1,3,0,1
6,11.5,5,12.2,6,1,8,116.3,9070,20,124.0,3,1,9,6,-0.92,6,37,19,0,0
3,12.0,0,0.0,8,0,4,123.8,9773,22,121.0,3,43,9,5,1.74,4,1,3,0,1
6,14.15,6,14.15,7,1,7,136.0,9500,19,144.0,7,1,7,7,0.32,7,38,38,1,0
0,0.0,0,0.0,0,0,4,102.5,9147,26,133.1,9,39,9,5,-1.7,4,19,38,0,1
3,11.666666666666666,0,0.0,11,1,11,120.0,9085,21,160.0,7,43,9,5,-3.12,5,37,37,0,0
4,11.75,3,10.5,6,1,8,118.4,9670,19,125.0,7,17,7,5,0.32,5,19,30,1,0
0,0.0,0,0.0,6,0,9,100.0,9003,29,130.0,5,39,9,6,0.79,6,19,19,0,1
0,0.0,0,0.0,0,1,0,152.5,171,20,136.0,2,1,1,0,0.79,0,3,3,0,0
6,12.833333333333334,6,12.666666666666666,7,1,6,123.0,9773,18,130.0,9,1,9,6,-1.7,6,19,19,0,0
5,12.666666666666666,4,13.6,7,1,10,119.4,9670,18,125.0,7,17,9,6,2.02,6,1,19,0,0
0,0.0,0,0.0,0,1,0,118.9,9500,30,133.1,8,39,9,8,0.79,7,37,38,0,1
1,11.0,1,10.0,11,1,11,100.0,8014,48,133.1,0,39,0,6,-3.12,6,34,34,0,1
8,14.10625,7,13.914285714285713,8,1,7,129.9,9500,20,143.0,4,17,4,8,2.02,7,1,19,1,0
8,13.0625,7,12.625,8,1,10,116.5,9500,20,143.0,9,18,4,8,-4.06,7,38,37,1,0
5,13.6,5,13.333333333333334,6,1,7,123.0,9147,18,130.0,3,1,3,5,-1.7,5,1,19,1,0
6,11.5,6,12.666666666666666,6,1,6,131.6,9773,18,140.0,3,1,4,6,-0.92,6,1,1,1,0
6,11.0,4,12.25,9,1,12,118.8,9238,19,124.0,4,1,4,6,-3.12,6,1,1,0,0
8,14.88875,8,14.88875,8,1,8,166.0,9500,18,168.0,10,1,9,8,-3.12,8,38,1,0,0
0,0.0,4,13.5,9,1,8,146.1,9130,18,152.0,3,1,4,5,1.74,5,2,22,0,1
0,0.0,0,0.0,0,1,0,129.5,171,20,140.0,1,1,1,0,1.74,0,19,19,0,1
4,12.5,3,10.666666666666666,10,1,11,120.0,9991,43,150.0,9,39,9,5,-3.12,5,37,37,0,0
8,15.599999999999998,7,13.775714285714288,8,1,7,119.4,9500,20,119.0,9,1,9,8,1.79,7,19,37,0,0
4,11.5,5,11.6,6,1,6,148.9,9670,20,148.9,9,10,9,5,-3.12,5,37,37,0,0
6,12.0,5,14.0,10,1,10,110.7,9670,20,117.0,5,1,3,6,2.02,6,3,1,0,0
10,13.3,6,12.166666666666666,14,1,17,180.4,9003,24,160.0,2,39,4,12,1.79,12,3,3,0,1
0,0.0,0,0.0,7,0,6,119.4,9003,27,133.1,9,39,9,6,3.51,6,19,1,0,1
0,0.0,0,0.0,8,1,2,154.5,9991,26,140.0,8,39,9,5,-0.92,1,1,37,0,1
6,13.533333333333331,6,13.533333333333331,7,1,7,134.8,9500,19,154.0,9,1,4,7,0.32,7,1,37,0,0
11,13.727272727272728,10,13.3,11,1,22,120.0,9254,33,120.0,3,43,9,11,-3.12,12,38,37,0,0
0,0.0,3,11.333333333333334,5,1,6,155.0,9670,22,133.1,7,1,1,5,-3.12,5,3,1,0,1
0,0.0,0,0.0,6,1,6,120.9,9070,24,116.0,3,43,3,6,-1.7,6,1,1,0,0
5,16.4,5,16.2,5,1,5,146.7,9147,18,153.0,3,1,4,5,2.02,5,1,38,0,0
1,11.0,0,0.0,8,1,7,125.9,9119,34,110.0,4,39,4,5,1.74,5,1,1,0,0
6,13.166666666666666,7,11.571428571428571,9,1,8,121.4,9853,18,127.0,7,17,5,7,2.02,7,1,1,0,1
0,0.0,1,11.0,5,1,6,108.0,9670,25,150.0,0,39,0,5,0.32,5,34,34,0,1
4,13.0,6,12.166666666666666,14,1,9,130.0,9003,19,130.0,10,44,3,6,1.79,6,1,19,0,0
12,14.461538461538462,12,14.538461538461538,14,1,13,115.0,9003,21,133.1,8,1,4,12,-4.06,12,38,38,0,0
0,0.0,0,0.0,6,0,6,96.0,8014,50,133.1,7,39,9,5,1.79,6,37,11,0,1
6,13.714285714285714,6,13.833333333333334,7,1,7,131.6,9238,18,133.0,5,1,5,6,2.02,6,4,1,0,0
6,14.5,6,13.333333333333334,6,1,6,122.5,9853,19,134.0,7,1,5,6,1.74,6,37,37,1,0
6,12.666666666666666,6,12.833333333333334,6,1,6,124.2,9238,19,134.0,9,1,4,6,-3.12,6,1,1,1,0
0,0.0,0,0.0,0,1,0,137.8,171,19,150.0,9,1,9,0,0.79,0,38,19,1,0
5,12.86,5,12.86,8,1,8,123.6,9500,18,125.0,7,43,9,7,0.32,7,37,37,1,0
5,14.6,5,12.5,10,1,12,150.0,9238,31,150.0,192,7,191,6,-1.7,6,37,37,0,0
5,12.4,2,10.5,8,1,15,108.3,9238,21,109.0,5,43,5,6,1.74,6,19,37,1,0
7,12.285714285714286,7,12.75,7,1,11,100.0,8014,26,133.1,7,1,1,7,-0.92,8,3,1,0,0
0,0.0,0,0.0,0,0,0,115.8,9085,18,130.0,7,17,90,6,-1.7,6,19,19,0,1
8,11.0,11,12.636363636363637,8,1,11,160.5,8014,38,110.0,9,39,9,8,0.79,11,37,37,0,0
2,10.0,3,11.0,7,1,8,127.3,9147,19,136.0,9,1,9,5,-1.7,5,38,38,0,1
6,12.666666666666666,6,13.166666666666666,6,1,6,126.3,9070,19,128.0,3,1,7,6,-4.06,6,19,2,0,0
5,13.2,6,13.666666666666666,7,1,6,129.9,9070,19,126.0,8,17,9,6,1.79,6,38,38,1,0
10,12.6,11,12.727272727272728,11,1,13,138.0,8014,21,140.0,193,51,134,11,3.51,13,19,37,1,0
10,14.3,12,12.857142857142858,15,1,32,150.0,9130,22,150.0,6,44,3,12,-0.92,18,2,1,0,0
4,11.25,5,11.0,9,1,9,140.2,9853,18,158.0,5,17,5,6,1.74,6,38,37,0,1
0,0.0,0,0.0,0,1,0,141.0,9500,36,137.0,9,39,9,8,1.79,7,37,37,0,1
6,11.166666666666666,5,11.0,7,1,8,131.5,8014,27,130.0,10,39,9,6,2.02,6,37,11,0,0
2,10.5,3,11.5,9,0,14,120.0,9500,39,133.1,6,39,9,7,-0.92,7,37,37,1,1
1,11.0,2,11.0,14,1,13,150.8,9238,27,170.0,0,1,0,6,0.32,6,37,37,0,1
3,12.0,3,11.0,12,0,12,123.1,9773,19,122.0,7,17,7,6,-3.12,6,38,38,0,1
4,11.4,3,10.666666666666666,7,1,9,123.2,9991,27,120.0,4,39,9,5,1.74,5,38,1,0,0
0,0.0,0,0.0,0,1,0,133.3,171,19,142.0,3,1,3,0,1.74,0,1,1,0,0
6,12.333333333333334,5,11.8,8,1,8,120.0,9991,23,120.0,7,44,7,6,-3.12,6,37,37,1,0
0,0.0,4,12.0,12,0,10,116.8,9853,19,128.0,9,18,5,6,1.74,6,38,37,0,1
1,16.0,4,10.0,8,1,7,148.5,9119,18,146.0,9,1,9,5,1.74,5,37,37,0,0
4,11.6,5,12.0,8,1,10,127.0,9147,18,142.0,9,1,9,5,0.79,5,19,19,1,0
4,11.5,2,11.0,6,1,8,110.0,9147,30,160.0,7,39,9,5,-4.06,5,37,37,0,1
2,13.5,5,12.5,19,0,10,100.0,9085,19,133.1,1,17,9,6,1.79,6,19,38,0,1
7,14.428571428571429,7,12.571428571428571,8,1,9,131.8,9853,18,130.0,8,1,3,7,2.02,7,19,19,0,0
5,13.8,5,11.833333333333334,7,1,9,122.1,9238,18,128.0,5,17,0,6,0.79,6,19,1,0,0
1,11.0,0,0.0,10,1,9,100.0,9991,34,120.0,9,43,3,5,0.79,5,19,37,0,1
5,12.4,5,13.0,5,1,5,122.6,9085,18,130.0,90,1,90,5,0.32,5,37,11,0,0
12,13.417391304347827,12,13.417391304347827,26,1,26,146.5,9500,21,139.0,8,43,9,14,0.32,14,38,37,0,0
4,12.333333333333334,5,12.6,8,1,6,122.0,9085,20,130.0,90,1,90,5,0.32,5,19,19,0,0
6,12.285714285714286,6,13.375,7,1,8,114.9,9670,19,125.0,7,1,4,6,2.02,6,1,38,1,0
0,0.0,0,0.0,0,1,0,101.0,9238,21,133.1,3,1,1,6,-4.06,6,19,1,0,1
6,14.583333333333334,6,14.35,10,1,8,140.0,9500,33,140.0,5,7,9,8,-0.92,7,1,1,0,1
3,11.333333333333334,3,11.333333333333334,10,1,12,118.9,9853,21,133.1,0,17,0,6,0.32,6,34,34,0,1
0,0.0,0,0.0,5,0,7,151.5,8014,45,133.1,9,39,9,5,-0.92,6,19,37,0,1
4,14.0,4,11.5,11,0,10,115.7,9147,22,116.0,4,17,3,5,3.51,5,3,1,0,0
6,11.666666666666666,6,10.857142857142858,7,1,9,121.5,9238,19,125.0,9,1,9,6,1.79,6,19,19,1,0
4,11.0,6,12.0,12,1,10,124.9,9238,19,141.0,2,17,2,6,-1.7,6,3,3,0,0
0,0.0,0,0.0,0,1,0,131.6,9556,19,140.0,7,17,1,7,2.02,7,3,3,0,1
2,11.5,4,12.0,4,1,5,128.6,9147,20,124.0,10,1,3,4,0.32,5,38,19,0,0
5,12.8,4,12.0,5,1,11,121.1,9147,20,127.0,8,17,4,5,2.02,5,1,37,1,0
8,14.11,8,14.11,8,1,8,133.0,9500,19,142.0,7,1,7,8,-3.12,8,37,19,1,0
0,0.0,0,0.0,0,0,0,152.7,171,27,180.0,9,1,9,0,0.32,0,37,37,0,1
6,12.0,9,12.444444444444445,8,1,12,130.0,8014,45,130.0,0,43,0,7,-3.12,12,34,34,0,1
8,15.11111111111111,7,14.868571428571428,9,1,7,128.5,9500,18,133.0,9,17,9,8,2.02,7,1,1,1,0
8,11.25,12,11.916666666666666,14,0,15,120.1,9991,39,150.0,3,43,3,13,1.74,15,38,19,0,1
0,0.0,0,0.0,6,0,14,148.0,9670,31,140.0,9,39,9,6,-1.7,6,37,37,0,1
3,14.5,4,12.8,10,1,8,118.9,9147,19,129.0,7,1,3,5,1.74,5,38,19,0,0
3,12.333333333333334,4,11.5,14,1,12,110.0,9500,36,133.1,9,39,9,7,-0.92,7,37,37,0,1
0,0.0,0,0.0,0,0,6,109.0,9773,20,109.0,4,18,4,6,3.51,6,1,1,0,1
1,10.0,4,11.75,6,0,10,100.0,9991,31,140.0,9,43,4,5,-1.7,6,37,37,0,1
6,12.9,6,12.875,12,1,10,120.0,9003,37,133.1,10,39,9,6,-0.92,6,19,37,0,0
4,13.4,4,12.25,9,0,11,109.1,9670,21,115.0,171,17,191,6,2.02,6,19,19,0,0
6,13.5,6,14.142857142857142,6,1,8,110.0,9670,25,170.0,5,39,3,6,-4.06,6,1,37,1,0
2,13.0,1,10.0,8,1,8,117.9,9147,22,127.0,3,43,3,5,0.32,5,3,37,0,1
1,11.0,4,12.75,19,1,11,140.0,9085,21,140.0,5,44,4,6,1.79,6,4,38,0,0
5,12.2,5,11.6,12,1,9,116.6,9254,19,126.0,7,1,4,6,0.79,6,19,19,0,0
6,12.285714285714286,6,11.333333333333334,8,1,7,126.2,9773,18,130.0,9,17,4,6,-0.92,6,19,38,1,0
6,11.808333333333332,7,12.401428571428571,10,1,7,102.2,9500,20,106.0,163,1,191,8,2.02,7,37,38,0,0
2,16.0,2,16.0,7,0,6,160.0,9119,24,160.0,3,44,2,7,3.51,6,3,38,0,1
0,0.0,0,0.0,0,1,0,123.8,9500,19,131.0,9,17,9,8,-4.06,7,19,37,0,1
3,12.666666666666666,6,12.857142857142858,6,1,10,123.6,9254,18,140.0,5,1,4,6,-1.7,6,1,37,0,0
4,11.4,4,11.25,12,1,11,124.2,9238,21,134.0,7,17,7,6,-4.06,6,38,19,1,0
4,11.75,6,11.714285714285714,8,1,15,130.0,9003,21,130.0,6,44,9,6,0.79,6,1,3,1,0
0,0.0,0,0.0,14,1,14,106.2,9500,27,130.0,8,39,9,7,2.02,7,37,19,0,1
6,12.5,6,13.5,6,1,6,129.0,9070,25,130.0,9,43,9,6,-3.12,6,37,37,0,0
6,14.333333333333334,6,13.0,6,1,7,121.5,9670,19,133.0,9,18,9,6,1.79,6,1,1,1,0
2,14.0,0,0.0,7,1,5,135.0,9119,25,130.0,3,42,9,6,0.79,5,19,37,0,1
3,10.333333333333334,5,11.0,11,1,12,121.5,9254,18,125.0,1,1,4,6,-3.12,6,1,19,0,0
3,13.666666666666666,1,10.0,8,1,10,116.7,9119,21,116.0,5,17,90,5,0.32,5,19,37,0,1
6,14.571428571428571,6,13.666666666666666,7,1,7,102.0,9238,20,133.1,3,1,3,6,2.02,6,1,1,1,0
5,12.4,6,12.285714285714286,9,1,8,125.2,9254,18,136.0,7,1,9,6,3.51,6,38,38,1,0
5,11.4,6,12.833333333333334,8,1,6,120.2,9070,18,131.0,5,17,5,6,-4.06,6,38,37,0,0
5,12.2,6,12.666666666666666,7,1,7,132.7,9853,18,126.0,9,17,7,6,1.74,6,1,37,1,0
5,14.2,5,13.6,5,1,5,133.8,9991,52,133.1,9,39,9,5,0.32,5,37,37,0,0
8,12.625,7,12.333333333333334,8,1,9,140.2,9556,20,149.0,8,43,4,8,-1.7,7,1,1,0,0
6,14.285714285714286,6,16.5,8,1,7,157.4,9085,26,128.0,10,39,9,6,3.51,6,19,1,0,0
4,15.5,6,15.5,9,1,8,131.6,9085,18,148.0,9,1,4,6,2.02,6,38,38,1,1
4,11.0,4,11.5,13,1,10,111.5,8014,45,100.0,1,39,9,8,1.74,8,1,37,0,1
6,14.428571428571429,6,11.875,7,1,9,121.7,9238,20,136.0,9,1,9,6,-0.92,6,19,38,1,0
3,12.333333333333334,3,11.333333333333334,14,1,17,124.2,9773,22,128.0,7,43,9,6,-4.06,6,19,38,0,0
13,14.23076923076923,18,14.63157894736842,14,1,19,160.0,9003,43,133.1,6,39,9,13,-4.06,18,37,37,0,0
0,0.0,0,0.0,0,1,0,132.8,171,18,131.0,5,1,4,0,0.32,0,19,38,0,0
6,13.0,6,12.833333333333334,8,1,7,126.3,9130,18,138.0,6,17,2,6,3.51,6,2,19,1,0
0,0.0,0,0.0,0,1,0,134.6,171,19,137.0,5,1,5,0,1.74,0,19,19,1,0
6,15.333333333333334,6,14.833333333333334,6,1,6,151.0,9773,18,159.0,3,1,3,6,-1.7,6,1,1,0,0
3,10.333333333333334,3,10.75,9,1,13,110.0,9147,27,120.0,7,39,4,5,-4.06,5,1,19,0,1
0,0.0,0,0.0,7,1,7,110.0,9500,27,133.1,0,43,0,7,0.32,7,34,34,0,1
2,11.5,2,15.0,12,1,13,96.1,33,25,133.1,9,39,9,7,1.79,7,19,37,0,1
0,0.0,2,11.0,12,1,16,98.6,9254,21,133.1,3,1,3,6,-1.7,6,38,19,0,1
6,14.333333333333334,6,13.5,6,1,6,116.1,9254,19,115.0,9,10,9,6,1.79,6,3,1,0,0
2,11.0,3,11.666666666666666,10,0,9,120.3,9853,20,128.0,9,1,9,6,1.74,6,38,37,0,1
7,15.228571428571428,7,15.228571428571428,8,1,8,133.5,9500,18,139.0,6,17,9,8,-1.7,8,37,37,1,0
0,0.0,0,0.0,0,1,4,100.0,9991,51,100.0,9,39,9,5,-1.7,4,37,37,0,1
5,12.4,6,11.333333333333334,11,1,14,98.5,9238,48,133.1,4,39,4,6,-4.06,6,37,37,0,1
8,14.36875,7,14.125714285714285,8,1,7,133.4,9500,19,135.0,10,17,9,8,2.02,7,19,19,0,0
6,14.285714285714286,6,13.857142857142858,7,1,7,116.1,9773,18,115.0,8,17,9,6,0.79,6,37,37,1,0
6,11.857142857142858,6,12.25,7,1,8,127.4,9238,18,133.0,9,17,7,6,-1.7,6,1,37,1,0
4,13.5,3,12.333333333333334,11,1,11,111.5,9853,18,133.1,0,17,5,6,0.32,6,37,37,0,1
0,0.0,5,12.0,0,0,8,154.4,9773,18,154.4,5,10,3,6,1.74,6,19,38,0,1
5,11.9,5,12.32,9,1,9,124.3,9500,19,140.0,2,1,5,7,1.79,7,2,3,0,0
8,14.863636363636363,7,13.714285714285714,11,1,7,126.7,9500,19,137.0,7,17,7,8,-0.92,7,19,37,1,0
1,13.0,2,12.0,12,1,13,114.6,9254,19,124.0,8,1,9,6,0.32,6,37,38,0,1
6,14.5,6,15.666666666666666,9,1,14,124.4,9085,19,123.0,10,17,4,6,-4.06,6,19,19,0,0
3,11.0,4,11.5,12,1,11,123.5,9254,20,127.0,6,17,9,6,0.32,6,37,37,1,0
4,10.0,4,12.5,8,1,7,132.0,9147,19,145.0,9,17,9,5,0.32,5,37,37,0,0
7,14.328571428571427,7,14.328571428571427,8,1,8,123.0,9500,19,136.0,9,1,9,8,1.74,8,19,38,0,0
6,13.333333333333334,6,13.5,6,1,6,123.5,9254,39,133.1,5,39,9,6,1.79,6,19,19,0,0
0,0.0,0,0.0,10,1,10,124.7,9254,19,132.0,9,1,9,5,0.32,5,12,19,0,1
0,0.0,0,0.0,6,1,14,116.0,9853,29,133.1,4,39,9,6,2.02,7,19,4,0,1
6,11.933333333333332,6,13.598333333333334,11,1,10,96.0,9500,19,133.1,192,1,192,8,2.02,7,19,38,0,0
0,0.0,0,0.0,0,1,0,139.3,9147,20,147.0,7,18,9,5,1.79,5,19,1,0,1
